section,quantity,value,unit
6-speed,stroke in 1.2 s: pen speed,0.13333333333333336,m/s
6-speed,stroke in 0.8 s: mean contact force,4.474720999174702,N
6-speed,stroke in 0.8 s: force std,5.345599278575925,N
6-speed,stroke in 0.8 s: peak force,27.871232377406887,N
6-speed,stroke in 0.8 s: time above the 12 N break limit,7.0116861435726205,%
6-speed,stroke in 0.8 s: time below the 0.5 N lift-off limit,28.380634390651082,%
6-speed,stroke in 0.8 s: pen speed,0.20000000000000004,m/s
6-speed,stroke in 0.6 s: mean contact force,3.3321449032011716,N
6-speed,stroke in 0.6 s: force std,5.290155562142042,N
6-speed,stroke in 0.6 s: peak force,21.825444471443745,N
6-speed,stroke in 0.6 s: time above the 12 N break limit,6.796116504854369,%
6-speed,stroke in 0.6 s: time below the 0.5 N lift-off limit,59.46601941747572,%
6-speed,stroke in 0.6 s: pen speed,0.29090909090909095,m/s
6-speed,fastest stroke that keeps the pen intact,2.0,s
6-speed,force std at the slowest stroke,0.5273797241737587,N
6-speed,force std at the fastest stroke,5.290155562142042,N
