section,quantity,value,unit
5-gains,gains x8: torque saturated,0.0,% of ticks
5-gains,gains x8: computed-torque error RMS,0.11464373542101763,mrad
5-gains,gains x16: PID-only error RMS,7.697822468930176,mrad
5-gains,gains x16: torque saturated,0.0,% of ticks
5-gains,gains x16: computed-torque error RMS,0.08187258459300083,mrad
5-gains,gain multiplier PID needs to match plain computed torque,16.0,x
6-cost,computed torque (one RNEA),1785.1567873731256,us
6-cost,gravity compensation (one RNEA),1817.3566200130153,us
6-cost,the PID arithmetic itself,1.1040536264772527,us
6-cost,computed torque as a share of a 1 ms tick,178.51567873731256,%
6-cost,how much slower than plain PID,1616.9113026412451,x
