section,name,value
4. the key set decides,inside no_grad(): requires_grad=True (us),1.71167
4. the key set decides,meta tensor add reaches,aten.add.Tensor
4. the key set decides,meta result has storage bytes,16
5. native_functions.yaml on add,add.Tensor signature,"add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor"
5. native_functions.yaml on add,add.Tensor structured_delegate,add.out
5. native_functions.yaml on add,add.Tensor own CPU kernel,None
5. native_functions.yaml on add,add.Tensor tags,core pointwise pt2_compliant_tag
5. native_functions.yaml on add,add.out signature,"add.out(Tensor self, Tensor other, *, Scalar alpha=1, Tensor(a!) out) -> Tensor(a!)"
5. native_functions.yaml on add,add.out structured,True
5. native_functions.yaml on add,add.out CPU kernel name,ufunc_add_CPU
5. native_functions.yaml on add,add.out CUDA kernel name,ufunc_add_CUDA
5. native_functions.yaml on add,add_native.h lines mentioning the ufunc,2
5. native_functions.yaml on add,  decl,struct TORCH_API structured_ufunc_add_CPU : public at::meta::structured_add_Tensor {
5. native_functions.yaml on add,  decl,struct TORCH_API structured_ufunc_add_CUDA : public at::meta::structured_add_Tensor {
6. TensorIterator fingerprints,"broadcast (1000,1)+(1,1000) result shape","(1000, 1000)"
6. TensorIterator fingerprints,float32 + float64    -> result dtype,torch.float64
6. TensorIterator fingerprints,int64 + float32      -> result dtype,torch.float32
6. TensorIterator fingerprints,bool + int64         -> result dtype,torch.int64
6. TensorIterator fingerprints,contiguous             (us),17.9001
6. TensorIterator fingerprints,transposed (both)      (us),22.8615
6. TensorIterator fingerprints,transposed (one)       (us),161.387
6. TensorIterator fingerprints,strided (every 2nd)    (us),28.2477
6. TensorIterator fingerprints,one-transposed / both-transposed (x),7.05932
6. TensorIterator fingerprints,add on        1 elements (us),1.69121
6. TensorIterator fingerprints,add on        4 elements (us),1.67271
6. TensorIterator fingerprints,add on       16 elements (us),1.65073
6. TensorIterator fingerprints,add on       64 elements (us),1.75109
6. TensorIterator fingerprints,add on      256 elements (us),1.85566
6. TensorIterator fingerprints,add on     1024 elements (us),1.85618
6. TensorIterator fingerprints,add on     4096 elements (us),2.35111
6. TensorIterator fingerprints,add on    16384 elements (us),4.34011
6. TensorIterator fingerprints,add on    65536 elements (us),9.9224
6. TensorIterator fingerprints,add on   262144 elements (us),17.5819
6. TensorIterator fingerprints,add on  1048576 elements (us),170.041
6. TensorIterator fingerprints,add on  4194304 elements (us),2354.63
6. TensorIterator fingerprints,fixed cost per call (us),1.69121
6. TensorIterator fingerprints,elements bought by that fixed cost,3012
6. TensorIterator fingerprints,effective bandwidth at 4M elements (GB/s),21.3756
7. calling at::add from C++,C++ extension build was cold,True
7. calling at::add from C++,C++ extension build time (s),16.113
7. calling at::add from C++,"python  a+b, 1000 elements (us)",1.7923
7. calling at::add from C++,"C++ at::add, 1000 elements (us)",0.842103
7. calling at::add from C++,"C++ at::add_out, 1000 elements (us)",0.579388
7. calling at::add from C++,python-side tax (us),0.950197
7. calling at::add from C++,python-side tax (% of call),53.0155
7. calling at::add from C++,allocation cost per call (us),0.262714
7. calling at::add from C++,"python  a+b, 4M elements (us)",2353.45
7. calling at::add from C++,"C++ at::add, 4M elements (us)",3392.92
7. calling at::add from C++,"C++ at::add, previous result freed first (us)",2577.86
7. calling at::add from C++,cost of holding the old buffer (x),1.31618
7. calling at::add from C++,python-side tax at 4M (% of call),-9.53545
8. the whole path,Python      a + b,torch/_tensor.py -> C binding
8. the whole path,C binding   THPVariable_add,torch/csrc/autograd/generated/python_variable_methods.cpp
8. the whole path,Op lookup   aten::add.Tensor,the schema string in native_functions.yaml
8. the whole path,Dispatcher  highest key in the tensor's key set,c10/core/DispatchKeySet.h
8. the whole path,"Autograd    AutogradCPU: record AddBackward0, redispatch",torch/csrc/autograd/generated/VariableType_2.cpp
8. the whole path,Backend     CPU: the generated wrapper,/pytorch/build/aten/src/ATen/RegisterCPU_0.cpp:1309
8. the whole path,Structured  add.out via structured_delegate,aten/src/ATen/native/BinaryOps.cpp
8. the whole path,Kernel      ufunc_add_CPU,generated from aten/src/ATen/native/ufunc/add.h
8. the whole path,Loop        TensorIterator drives the elementwise loop,aten/src/ATen/TensorIterator.cpp
