section,quantity,value,unit
6-linear,tilt where it is 20% wrong while spinning at 3 rad/s,56.33282523555153,deg
6-linear,"error at 45 deg, at rest",9.47036869836734,%
7-rate,"500 Hz: final |angle|, continuous gains",0.0013602280455971467,deg
7-rate,"500 Hz: final |angle|, discrete design",0.001368019726802962,deg
7-rate,"200 Hz: final |angle|, continuous gains",0.0013490210426709936,deg
7-rate,"200 Hz: final |angle|, discrete design",0.0013687115558900225,deg
7-rate,"100 Hz: final |angle|, continuous gains",0.0013306087324209497,deg
7-rate,"100 Hz: final |angle|, discrete design",0.0013706892501288278,deg
7-rate,"60 Hz: final |angle|, continuous gains",0.001306586196640964,deg
7-rate,"60 Hz: final |angle|, discrete design",0.0013749133713140149,deg
7-rate,"40 Hz: final |angle|, continuous gains",0.0012774425849196342,deg
7-rate,"40 Hz: final |angle|, discrete design",0.0013826842466519306,deg
7-rate,"30 Hz: final |angle|, continuous gains",0.0012493722684186349,deg
7-rate,"30 Hz: final |angle|, discrete design",0.0013931126083657234,deg
7-rate,"25 Hz: final |angle|, continuous gains",0.0012278133199011905,deg
7-rate,"25 Hz: final |angle|, discrete design",0.0014032721848615626,deg
7-rate,"20 Hz: final |angle|, continuous gains",0.0011974407302855837,deg
7-rate,"20 Hz: final |angle|, discrete design",0.00142134957801961,deg
7-rate,"15 Hz: final |angle|, continuous gains",0.001120711347241332,deg
7-rate,"15 Hz: final |angle|, discrete design",0.001458368972539178,deg
7-rate,"12 Hz: final |angle|, continuous gains",1.0398169499704837,deg
7-rate,"12 Hz: final |angle|, discrete design",0.00150301071441878,deg
7-rate,"10 Hz: final |angle|, continuous gains",10.866705742157006,deg
7-rate,"10 Hz: final |angle|, discrete design",0.001554364110960753,deg
7-rate,"8 Hz: final |angle|, continuous gains",17188.733853924696,deg
7-rate,"8 Hz: final |angle|, discrete design",0.001642635078870276,deg
7-rate,"6 Hz: final |angle|, continuous gains",17188.733853924696,deg
7-rate,"6 Hz: final |angle|, discrete design",0.0018171279594231104,deg
7-rate,lowest rate the continuous gains survive,15,Hz
7-rate,lowest rate the discrete design survives,6,Hz
7-rate,gain on cart position: continuous -> 20 Hz design,0.4896898563183606,x
7-rate,gain on cart velocity: continuous -> 20 Hz design,0.4993781536400201,x
7-rate,gain on pole angle: continuous -> 20 Hz design,0.5726416204764575,x
7-rate,gain on pole rate: continuous -> 20 Hz design,0.5625144129117992,x
